customer_id,frequency,recency,T,monetary_value,pred_90d,pred_180d,pred_365d,exp_avg_val,CLV_90d,CLV_180d,CLV_365d,CLV_Tier,at_risk_flag,Segment,Recency,R_Score,F_Score,M_Score,RFM_Score
C14366,7.0,574.0,721.0,127.14857142857144,0.7427574537370736,1.4855149074741418,3.012294117933693,130.36090364967666,96.8265328616978,193.65306572339492,392.68538327244187,Silver,0,Loyal Customers,147,3,5,4,12
C14367,3.0,688.0,731.0,82.78333333333333,0.4313998550866885,0.862799710173377,1.749566078962682,88.23727485210959,38.06554758444438,76.13109516888876,154.37694298135787,Bronze,0,Loyal Customers,43,4,3,2,9
C14368,3.0,486.0,709.0,49.79,0.4395951251886917,0.8791902503773831,1.78280245215414,53.5634943100266,23.54625098675992,47.092501973519816,95.49312900185974,Bronze,0,At Risk,223,2,3,1,6
C14369,4.0,583.0,712.0,215.9275,0.5159731896003474,1.0319463792006942,2.092557935601408,224.98864556823972,116.08810907770672,232.17621815541327,470.8017757040326,Silver,0,Loyal Customers,129,3,4,4,11
C14370,7.0,541.0,677.0,172.4742857142857,0.7717796038159659,1.5435592076319318,3.129995059920304,176.6480244472858,136.3333423227993,272.6666846455986,552.9074438646855,Gold,0,Loyal Customers,136,3,5,5,13
C14371,5.0,474.0,478.0,145.032,0.7432860597586641,1.4865721195173285,3.014437909021251,150.10334969743195,111.56972735318108,223.13945470636213,452.4772275990125,Silver,0,Champions,4,5,4,4,13
C14372,2.0,406.0,672.0,49.555,0.3738238755001526,0.7476477510003049,1.516063495083952,55.34473161014253,20.689182059019284,41.37836411803855,83.90612723935597,Bronze,0,At Risk,266,1,2,4,7
C14373,4.0,476.0,495.0,64.4525,0.6345711004673199,1.2691422009346331,2.5735383518952277,67.80009807456725,43.02398284697036,86.04796569394026,174.48615265715657,Bronze,0,Champions,19,5,4,2,11
C14374,5.0,642.0,647.0,364.974,0.6286821196991645,1.2573642393983309,2.549655263224391,376.6325226643476,236.7821326962657,473.564265392532,960.2830937126336,Platinum,0,Champions,5,5,4,5,14
C14376,3.0,137.0,155.0,222.66333333333333,0.8427450285197737,1.685490057039546,3.417799282330191,235.24177340413743,198.248835036512,396.4976700730236,804.0091643147423,Gold,0,Loyal Customers,18,5,3,4,12
C14377,3.0,101.0,418.0,229.07333333333332,0.587126898465305,1.1742537969306095,2.3811257548870657,241.9782534993512,142.07194147312538,284.1438829462507,576.1806515298963,Gold,1,At Risk,317,1,3,4,8
C14378,5.0,615.0,686.0,211.538,0.607081391875342,1.2141627837506883,2.4620523114944417,218.60117720349123,132.70870692228374,265.41741384456844,538.2075336292617,Gold,0,Champions,71,4,4,5,13
C14379,2.0,210.0,298.0,38.97,0.5609654252527866,1.1219308505055725,2.2750264468585244,43.92991139113918,24.643161424847623,49.2863228496952,99.94171022299318,Bronze,0,Needs Attention,88,3,2,1,6
C14380,4.0,656.0,661.0,147.61499999999998,0.5396783094220833,1.0793566188441666,2.188695365989554,154.09943843398324,83.16412441694447,166.32824883388895,337.27672680205166,Silver,0,Champions,5,5,4,3,12
C14381,2.0,323.0,545.0,29.27,0.4215821292532024,0.843164258506405,1.7097497464157638,33.46947151165572,14.110131064863216,28.22026212972644,57.224420429723,Bronze,0,At Risk,222,2,2,4,8
C14382,3.0,477.0,553.0,79.10000000000001,0.5080294675357284,1.0160589350714564,2.060341729450456,84.36633855194779,42.86058605248503,85.72117210497002,173.82348787952282,Bronze,0,Loyal Customers,76,4,3,2,9
C14383,3.0,531.0,568.0,21.126666666666665,0.5005370134712872,1.0010740269425735,2.0299556657446582,23.440253364242423,11.732714413948194,23.465428827896368,47.5826751232342,Bronze,0,Loyal Customers,37,4,3,2,9
C14384,3.0,140.0,169.0,42.01,0.8236562576279032,1.6473125152558064,3.340383711490939,45.38723609773909,37.383481028337854,74.76696205667571,151.61078417048122,Bronze,0,Loyal Customers,29,5,3,2,10
C14385,2.0,175.0,490.0,51.46,0.4462732755194746,0.8925465510389493,1.809886061828981,57.399075730803965,25.615673538176267,51.23134707635253,103.88578712704822,Bronze,0,At Risk,315,1,2,1,4
C14386,1.0,287.0,379.0,178.09,0.3974089669391545,0.7948179338783089,1.611714143697683,212.52201554729223,84.45815465047633,168.91630930095266,342.52473830470973,Silver,0,Needs Attention,92,3,1,2,6
C14387,2.0,218.0,478.0,44.97,0.4520497633396123,0.9040995266792246,1.8333129290995385,50.40028657432483,22.78343761817218,45.56687523634436,92.39949700703158,Bronze,0,At Risk,260,2,2,2,6
C14388,3.0,323.0,547.0,78.85000000000001,0.5110896333155746,1.022179266631149,2.0727524017798347,84.10360531890512,42.98448080295702,85.96896160591405,174.32594992310388,Bronze,0,At Risk,224,2,3,2,7
C14389,3.0,523.0,694.0,41.1,0.4453636749994871,0.8907273499989743,1.8061971263868075,44.43088712946382,19.78790317546542,39.57580635093084,80.25094065605414,Bronze,0,At Risk,171,2,3,1,6
C14390,4.0,540.0,718.0,236.33,0.5133205580943846,1.0266411161887703,2.081800041160564,246.16071581243617,126.35935602175292,252.7187120435062,512.4573883104434,Gold,1,Can't Lose Them,178,2,4,5,11
C14391,1.0,177.0,354.0,436.95,0.4097803326437024,0.8195606652874055,1.661886904610573,515.4216471509366,211.20965402127575,422.4193080425519,856.572485752953,Platinum,0,Hibernating,177,2,1,3,6
C14392,2.0,186.0,280.0,11.05,0.5748148608966794,1.1496297217933584,2.3311936025254223,13.821098872048635,7.94457302557589,15.889146051151776,32.21965727039111,Bronze,0,Needs Attention,94,3,2,1,6
C14394,2.0,416.0,677.0,42.245000000000005,0.3721640328172533,0.7443280656345063,1.5093319108699708,47.46165784529469,17.663521987897504,35.327043975794986,71.63539472869537,Bronze,0,At Risk,261,2,2,1,5
C14395,2.0,155.0,209.0,704.375,0.63683120509884,1.27366241019768,2.58270433178974,761.4999111857468,484.9469061230787,969.8938122461574,1966.72911927693,Platinum,0,Potential Loyalists,54,4,2,5,11
C14396,2.0,115.0,371.0,79.145,0.5110308288034003,1.0220616576068002,2.0725139168137896,87.2544652218864,44.58972167913808,89.17944335827612,180.8360934765044,Bronze,0,At Risk,256,2,2,2,6
C14397,2.0,345.0,452.0,49.965,0.4650932939275105,0.930186587855021,1.886211692039349,55.78687391432688,25.946100946733,51.892201893466,105.22585383952833,Bronze,0,Needs Attention,107,3,2,1,6
C14398,1.0,25.0,715.0,73.52,0.2827010813845841,0.5654021627691682,1.1465099411708128,90.16161039858989,25.48878475905693,50.977569518113846,103.37118263395304,Bronze,0,Hibernating,690,1,1,1,3
C14399,3.0,700.0,718.0,370.7166666666667,0.4362051703350896,0.8724103406701792,1.7690543019145313,390.8358971217732,170.48463907707065,340.96927815414125,691.409925145898,Gold,0,Loyal Customers,18,5,3,4,12
C14400,2.0,431.0,514.0,176.265,0.4351521499361216,0.8703042998722432,1.764783719185382,191.98827152038476,83.54410911461528,167.08821822923056,338.81777585371754,Silver,0,Potential Loyalists,83,4,2,3,9
C14401,1.0,41.0,258.0,108.09,0.4654158857999568,0.9308317715999134,1.8875199812998251,130.6129750920071,60.78935349941419,121.57870699882834,246.5346003031798,Silver,0,Hibernating,217,2,1,2,5
C14402,5.0,592.0,599.0,257.67999999999995,0.6574744609882633,1.3149489219765258,2.6664242028968506,266.12511123627905,174.9704640655142,349.94092813102816,709.6024375990311,Gold,0,Champions,7,5,4,5,14
C14403,5.0,494.0,516.0,143.352,0.7140192585426145,1.428038517085229,2.8957447707561603,148.37303438437476,105.94120399884912,211.88240799769824,429.6504384397772,Silver,0,Champions,22,5,4,4,13
C14404,0.0,0.0,349.0,0.0,0.2995772819179911,0.5991545638337641,0.0,26.16,7.836941694974649,15.673883389891268,0.0,Bronze,0,Hibernating,349,1,1,1,3
C14405,2.0,59.0,365.0,46.545,0.5147972602485159,1.0295945204970327,2.087788888785647,52.098760059911065,26.820298941187023,53.640597882374095,108.77121237259178,Bronze,0,At Risk,306,1,2,1,4
C14406,5.0,300.0,608.0,80.73400000000001,0.6518767223378804,1.30375344467576,2.643722262814734,83.87965088853349,54.67919189206289,109.3583837841257,221.75450045114368,Bronze,0,Can't Lose Them,308,1,4,3,8
C14407,2.0,310.0,502.0,84.245,0.4406425539652592,0.8812851079305183,1.7870503577479933,92.75428412759422,40.87148464920242,81.74296929840483,165.75657663287626,Bronze,0,At Risk,192,2,2,2,6
C14408,4.0,529.0,688.0,374.5,0.5268636564830423,1.053727312966085,2.136724829070113,389.5424065680112,205.23573667962623,410.4714733592525,832.3449320895944,Gold,1,Can't Lose Them,159,2,4,5,11
C14409,5.0,496.0,596.0,473.90600000000006,0.6593617989362804,1.3187235978725582,2.674078406797134,488.82699152264695,322.3138444989824,644.6276889979634,1307.161702690316,Platinum,0,Loyal Customers,100,3,4,5,12
C14410,1.0,216.0,720.0,136.37,0.2814920088548915,0.5629840177097833,1.14160648035595,163.7042274359423,46.08143183898145,92.16286367796296,186.88580690253605,Bronze,0,Hibernating,504,1,1,3,5
C14411,2.0,417.0,538.0,184.555,0.4245718243010947,0.8491436486021892,1.7218746207766609,200.9281732318196,85.30844106252003,170.61688212504004,345.97312208688663,Silver,0,Needs Attention,121,3,2,3,8
C14412,5.0,701.0,719.0,128.36999999999998,0.5899304712199127,1.1798609424398263,2.3924957999474232,132.94232961043284,78.4267311521556,156.8534623043113,318.06396522818653,Silver,0,Champions,18,5,4,4,13
C14413,2.0,136.0,351.0,452.92,0.5238052862025399,1.0476105724050802,2.1243214384880758,490.3318792377556,256.8384303383618,513.6768606767238,1041.6225230389102,Platinum,1,At Risk,215,2,2,4,8
C14414,1.0,234.0,337.0,1050.13,0.4186423387403989,0.8372846774807978,1.6978272626693969,1232.921438956247,516.1531146878211,1032.3062293756425,2093.2876317894984,Platinum,0,Needs Attention,103,3,1,4,8
C14415,3.0,589.0,620.0,66.06333333333333,0.4761909682710722,0.9523819365421444,1.9312189268771285,70.66567622621666,33.6503567856922,67.3007135713844,136.47089140864074,Bronze,0,Loyal Customers,31,5,3,2,10
C14416,2.0,472.0,604.0,19.9,0.3979625632560832,0.7959251265121661,1.6139592843163368,23.364902267247466,9.29835639650167,18.59671279300333,37.71000094136787,Bronze,0,Needs Attention,132,3,2,3,8
C14417,0.0,0.0,584.0,0.0,0.2314310510864352,0.4628621021714071,0.9385814849542988,613.84,142.0616363988974,284.1232727968966,576.1388587243468,Gold,0,Hibernating,584,1,1,3,5
C14418,4.0,547.0,715.0,121.2075,0.5146434557493178,1.0292869114986305,2.087165126094444,126.69586313813144,65.20319683455057,130.40639366910045,264.4351871623425,Silver,0,Can't Lose Them,168,2,4,5,11
C14419,2.0,466.0,712.0,78.075,0.3609454122709408,0.7218908245418814,1.4638341719877035,86.10058164755164,31.07760993954332,62.15521987908663,126.03697364370343,Bronze,0,At Risk,246,2,2,2,6
C14420,3.0,378.0,603.0,36.46333333333333,0.4838854679037061,0.96777093580741,1.9624243976094748,39.558061433966,19.141571066338187,38.28314213267629,77.62970488014932,Bronze,0,At Risk,225,2,3,3,8
C14421,1.0,220.0,629.0,18.32,0.3052525084872697,0.6105050169745404,1.2379685066428168,25.57048135385077,7.805453576489904,15.610907152979832,31.65545061576463,Bronze,0,Hibernating,409,1,1,4,6
C14422,4.0,630.0,669.0,395.0575,0.535816852460234,1.071633704920468,2.173035012755393,410.8753233206183,220.1539224952347,440.3078449904694,892.8464634528959,Platinum,0,Champions,39,4,4,5,13
C14423,2.0,443.0,522.0,21.94,0.4315672659457307,0.8631345318914615,1.7502450230021307,25.564829829530584,11.032943713898376,22.065887427796756,44.74471617303232,Bronze,0,Potential Loyalists,79,4,2,1,7
C14424,3.0,482.0,661.0,247.8766666666667,0.458603235688697,0.9172064713773947,1.8598909002930464,261.7392957339329,120.0344879304624,240.06897586092504,486.8065343846524,Silver,0,At Risk,179,2,3,4,9
C14425,3.0,286.0,605.0,89.82333333333332,0.4829673508034019,0.9659347016068034,1.95870092270268,95.63584269459083,46.18898958805742,92.3779791761148,187.3220133293434,Bronze,0,At Risk,319,1,3,2,6
C14426,4.0,521.0,550.0,135.0775,0.599637629632905,1.1992752592658087,2.4318637201778883,141.0890313423713,84.60229232134216,169.20458464268415,343.1092966365538,Silver,0,Champions,29,5,4,3,12
C14427,1.0,124.0,146.0,1343.46,0.5530114736792505,1.1060229473585006,2.2427687543658488,1576.1554223383723,871.6320328548848,1743.2640657097688,3534.9521332448094,Platinum,0,Potential Loyalists,22,5,1,5,11
C14428,6.0,630.0,664.0,34.125,0.6999368757618188,1.3998737515236388,2.838632885034041,35.57586652074204,24.900860865047672,49.80172173009538,100.98682461935994,Bronze,0,Champions,34,5,5,2,12
C14429,4.0,425.0,464.0,276.1075,0.6561153854273363,1.312230770854672,2.6609123964553056,287.4385996079771,188.59288756848167,377.1857751369632,764.8489329166194,Gold,0,Champions,39,4,4,5,13
C14430,2.0,274.0,639.0,19.835,0.3851614264335533,0.770322852867106,1.5620435627582985,23.294806536096285,8.972260913936507,17.944521827872997,36.38750259540913,Bronze,0,At Risk,365,1,2,2,5
C14431,6.0,575.0,698.0,257.145,0.679190452526079,1.3583809050521591,2.754494613022433,264.13435213112814,179.3975301516236,358.7950603032476,727.5566500593628,Gold,0,Loyal Customers,123,3,5,5,13
C14432,1.0,158.0,275.0,1025.48,0.4544888535784331,0.9089777071568644,1.8432047950680868,1204.0777554244928,547.2399186821708,1094.4798373643391,2219.361892433244,Platinum,0,Needs Attention,117,3,1,5,9
C14433,5.0,602.0,712.0,135.922,0.5934870782650503,1.1869741565301015,2.4069198174082578,140.72050892246125,83.51580369236247,167.03160738472508,338.7029816412476,Silver,0,Loyal Customers,110,3,4,4,11
C14434,2.0,415.0,723.0,178.555,0.3575579370777836,0.7151158741555677,1.4500960781487906,194.45779804863395,69.52992911895781,139.0598582379157,281.98249031577365,Silver,0,At Risk,308,1,2,3,6
C14435,8.0,620.0,637.0,94.33375,0.8830706082695614,1.7661412165391182,3.5813419113154588,96.52968588194688,85.24252842784053,170.4850568556806,345.7058097351325,Silver,0,Champions,17,5,5,4,14
C14436,0.0,0.0,507.0,0.0,0.2500698146398851,0.5001396292781083,0.0,62.64,15.664373189042406,31.328746377980703,0.0,Bronze,0,Hibernating,507,1,1,1,3
C14437,1.0,441.0,456.0,62.22,0.3635993429387269,0.7271986858774552,1.4745973352515045,76.93915101080815,27.975024753793328,55.95004950758676,113.45426705705076,Bronze,0,Potential Loyalists,15,5,1,1,7
C14439,4.0,321.0,630.0,138.2275,0.5551822505197155,1.1103645010394316,2.2515724604410625,144.3578474810415,80.14491464470646,160.289829289413,325.0321538368642,Silver,0,Can't Lose Them,309,1,4,4,9
C14440,3.0,408.0,698.0,113.41333333333334,0.4438106436408822,0.8876212872817654,1.799898721432467,120.42735056449602,53.44693996599514,106.8938799319904,216.75703430653596,Bronze,0,At Risk,290,1,3,4,8
C14441,1.0,633.0,711.0,50.38,0.2836758437932423,0.5673516875864845,1.150463144272592,63.084821882371344,17.89564007802809,35.79128015605617,72.57676253866936,Bronze,0,Potential Loyalists,78,4,1,1,6
C14442,1.0,282.0,598.0,34.09,0.3142898384696542,0.6285796769393088,1.2746199004602647,44.02341803927714,13.836112944446471,27.672225888892964,56.11312471914405,Bronze,0,Hibernating,316,1,1,4,6
C14443,5.0,620.0,729.0,46.042,0.5849229221045603,1.1698458442091109,2.3721874063129227,48.1486396739031,28.163243013418963,56.32648602683746,114.21759666553169,Bronze,0,Loyal Customers,109,3,4,2,9
C14444,4.0,257.0,562.0,178.60750000000002,0.5925208480068817,1.1850416960137633,2.4030012169167976,186.26095722056616,110.36350032290336,220.72700064580675,447.58530686510807,Silver,0,Can't Lose Them,305,1,4,4,9
C14445,1.0,12.0,436.0,630.01,0.3718155135757025,0.7436310271514052,1.5079184717236818,741.3267807266129,275.6367977032878,551.2735954065756,1117.860346241111,Platinum,0,Hibernating,424,1,1,3,5
C14446,6.0,727.0,728.0,295.82666666666665,0.661880095808705,1.3237601916174178,2.684291499668635,303.77664050983446,201.06371192509576,402.1274238501939,815.4250539184434,Gold,0,Champions,1,5,5,5,15
C14447,2.0,353.0,675.0,49.805,0.3728261979460329,0.7456523958920659,1.512017358336688,55.6143305761086,20.734479420004376,41.46895884000875,84.08983320335102,Bronze,0,At Risk,322,1,2,2,5
C14448,1.0,427.0,720.0,2.81,0.2814920088951487,0.5629840177902977,1.1416064805192154,7.42177824725831,2.0891712683950576,4.178342536790117,8.47275014404663,Bronze,0,Hibernating,293,1,1,1,3
C14449,1.0,12.0,697.0,191.84,0.2871410938428065,0.5742821876856123,1.1645166583624929,228.61129135100893,65.64369626334523,131.28739252669033,266.22165706801115,Silver,0,Hibernating,685,1,1,2,4
C14450,1.0,344.0,609.0,259.31,0.3110224287517503,0.6220448575035007,1.2613687388265418,307.5599050584101,95.65802865792448,191.31605731584892,387.9464495571377,Silver,0,Hibernating,265,1,1,2,4
C14451,4.0,598.0,717.0,165.745,0.5137607676589799,1.0275215353179603,2.083585335505863,172.91329132099617,88.83606528751582,177.67213057503176,360.27959811048083,Silver,0,Loyal Customers,119,3,4,4,11
C14452,3.0,272.0,681.0,14.983333333333334,0.4504869550014365,0.900973910002873,1.826974873061381,16.98402205094085,7.651080377405596,15.302160754811192,31.02938153058936,Bronze,0,At Risk,409,1,3,1,5
C14453,3.0,446.0,716.0,54.17666666666667,0.4369539675493236,0.8739079350986476,1.7720910906167002,58.17358677248177,25.41917954681076,50.83835909362154,103.08889482873246,Bronze,0,At Risk,270,1,3,2,6
C14454,4.0,670.0,696.0,72.56,0.5231827774334611,1.0463655548669222,2.1217968195912653,76.21340818385887,39.87354257130136,79.74708514260271,161.7093670947227,Bronze,0,Champions,26,5,4,3,12
C14455,5.0,585.0,706.0,158.458,0.5965699084962433,1.1931398169924865,2.4194224066792085,163.93145290761376,97.79657186075136,195.5931437215027,396.6194303241582,Silver,0,Loyal Customers,121,3,4,5,12
C14456,4.0,520.0,708.0,54.7925,0.517756894055512,1.035513788111024,2.0997918481140183,57.77572858264531,29.9137817827447,59.8275635654894,121.3170038966867,Bronze,0,Can't Lose Them,188,2,4,2,8
C14457,2.0,428.0,705.0,79.845,0.3631346998136243,0.726269399627249,1.4727129492441429,88.00934232659141,31.95924610656127,63.918492213122576,129.6124980988318,Bronze,0,At Risk,277,1,2,2,5
C14458,3.0,393.0,616.0,162.22,0.4779793408394959,0.9559586816789918,1.9384717711823964,171.71988387397062,82.07855690311526,164.1571138062305,332.87414744041126,Silver,0,At Risk,223,2,3,3,8
C14459,3.0,473.0,653.0,64.37666666666667,0.4619322303227635,0.9238644606455272,1.873391822975652,68.89310268062219,31.823944575114968,63.647889150229936,129.06377522129958,Bronze,0,At Risk,180,2,3,2,7
C14460,4.0,236.0,622.0,179.53,0.5593289516884722,1.1186579033769464,2.268389637403247,187.2182533754624,104.71658939744415,209.4331787948887,424.6839458896344,Silver,0,Can't Lose Them,386,1,4,5,10
C14461,0.0,0.0,15.0,0.0,0.5151830562715057,0.0,0.0,26.31,13.554466210503316,0.0,0.0,Bronze,0,Potential Loyalists,15,5,1,1,7
C14462,3.0,377.0,531.0,226.6866666666667,0.5194332536196051,1.0388665072392094,2.106590417457287,239.4700269012373,124.38869521768406,248.77739043536792,504.4652639383853,Gold,1,At Risk,154,2,3,4,9
C14463,3.0,459.0,726.0,65.94666666666667,0.4332354706629778,0.8664709413259556,1.757010519910967,70.54306738413008,30.561759000173755,61.12351800034751,123.94491150070476,Bronze,0,At Risk,267,1,3,2,6
C14464,3.0,620.0,661.0,222.6,0.4586032356886971,0.9172064713773952,1.8598909002930464,235.1752143184333,107.85211424021632,215.70422848043285,437.40024108532106,Silver,0,Loyal Customers,41,4,3,4,11
C14465,1.0,181.0,702.0,1.54,0.2858938282407496,0.5717876564814984,1.1594583034208163,5.935714227569566,1.6969840638629472,3.393968127725889,6.88221314788861,Bronze,0,Hibernating,521,1,1,1,3
C14466,3.0,420.0,526.0,301.1566666666667,0.5220967892105068,1.0441935784210132,2.117392534020389,317.73300235998414,165.88738035836212,331.7747607167241,672.765487008913,Gold,0,Loyal Customers,106,3,3,4,10
C14467,1.0,232.0,421.0,91.66,0.3782255199907275,0.7564510399814545,1.5339146088512818,111.38775316800232,42.12969086256649,84.25938172513291,170.85930183151942,Bronze,0,Hibernating,189,2,1,1,4
C14468,2.0,569.0,701.0,520.705,0.3643976867029907,0.7287953734059825,1.4778350627399068,563.4309428697954,205.3129321986384,410.6258643972774,832.658002805589,Gold,0,Needs Attention,132,3,2,4,9
C14469,2.0,309.0,626.0,36.185,0.3898188361890223,0.779637672378045,1.5809319467665903,40.92657891027718,15.953951360002437,31.907902720004888,64.70213607112099,Bronze,0,At Risk,317,1,2,1,4
C14470,4.0,589.0,722.0,68.2375,0.5115672378317034,1.0231344756634062,2.0746893534285733,71.72786603801698,36.6936263046308,73.38725260926155,148.81304001322476,Bronze,0,Loyal Customers,133,3,4,3,10
C14471,4.0,528.0,703.0,238.6375,0.5200039423697526,1.0400078847395058,2.108904877388441,248.5552533489382,129.2497116381605,258.4994232763212,524.1793860880954,Gold,1,Can't Lose Them,175,2,4,5,11
C14472,5.0,334.0,505.0,47.606,0.722251475284168,1.4445029505683369,2.9291309830969032,49.75948083439203,35.938858442013924,71.87771688402789,145.75203701483423,Bronze,0,Can't Lose Them,171,2,4,2,8
C14473,4.0,695.0,708.0,230.8075,0.5177568940555121,1.035513788111024,2.0997918481140188,240.4299103756723,124.48424363415324,248.9684872683065,504.8527658496208,Gold,0,Champions,13,5,4,4,13
C14474,5.0,592.0,658.0,490.21,0.6224355166690723,1.2448710333381534,2.5243218176023694,505.6192896560302,314.71540379490045,629.4308075898055,1276.345804279329,Platinum,0,Champions,66,4,4,5,13
C14475,0.0,0.0,680.0,0.0,0.2117536706569033,0.4235073413125442,0.8587787754354552,378.9,80.23346581190069,160.466931623323,325.391278012494,Silver,0,Hibernating,680,1,1,3,5
C14476,4.0,329.0,650.0,127.1325,0.5450795989266267,1.0901591978532528,2.210600595646876,132.84435063705868,72.41074536491611,144.82149072983214,293.66580064660434,Silver,0,Can't Lose Them,321,1,4,3,8
C14477,4.0,198.0,326.0,209.3525,0.7729338567268434,1.545867713453687,3.13467619672554,218.1656404533964,168.62760988092555,337.2552197618511,683.8786400726442,Gold,0,Loyal Customers,128,3,4,4,11
C14478,6.0,707.0,714.0,77.35166666666667,0.6698471345695074,1.3396942691390017,2.716602267976308,79.87602557068506,53.504726849324086,107.0094536986471,216.9913922222566,Bronze,0,Champions,7,5,5,3,13
C14479,3.0,557.0,706.0,71.73,0.4407368494073366,0.8814736988146737,1.7874327781519797,76.62096284185023,33.769681761473684,67.5393635229474,136.95482047708796,Bronze,0,Loyal Customers,149,3,3,4,10
C14480,3.0,648.0,661.0,38.79333333333333,0.4586032356886971,0.9172064713773952,1.8598909002930464,42.00673516592356,19.26442466781072,38.52884933562148,78.12794448612115,Bronze,0,Loyal Customers,13,5,3,1,9
C14481,4.0,614.0,729.0,301.26,0.5085275768276447,1.017055153655282,2.0623618393565493,313.5398370454064,159.44365357163508,318.88730714326783,646.6325950405169,Gold,0,Loyal Customers,115,3,4,5,12
C14482,9.0,612.0,636.0,342.93555555555554,0.9668274579332932,1.933654915866592,3.921022468285048,348.965557439996,337.38948280598595,674.7789656119737,1368.3017913798408,Platinum,0,Champions,24,5,5,5,15
C14483,2.0,466.0,501.0,10.68,0.4411063480794044,0.882212696158807,1.7889313005442495,13.422092402418851,5.9205701632153,11.841140326430576,24.01120121748425,Bronze,0,Potential Loyalists,35,5,2,2,9
C14484,1.0,469.0,641.0,45.6,0.3018921840009979,0.6037843680019969,1.2243405240040492,57.49160454842473,17.356266058845645,34.71253211769135,70.38930123865191,Bronze,0,Hibernating,172,2,1,2,5
C14485,6.0,601.0,684.0,183.53166666666664,0.6875823114252859,1.3751646228505718,2.788528263002551,188.69290299024732,129.74190238758152,259.48380477516304,526.1754930163033,Gold,0,Champions,83,4,5,4,13
C14486,2.0,642.0,731.0,67.11,0.3551339844213814,0.7102679688427633,1.4402656034867145,74.27597100027987,26.37792152809637,52.75584305619277,106.9771261972798,Bronze,0,Needs Attention,89,3,2,2,7
C14487,7.0,714.0,720.0,113.05142857142856,0.7433927875263282,1.4867855750526535,3.014870749412329,115.96474542883678,86.207355359124,172.41471071824768,349.6187189564471,Silver,0,Champions,6,5,5,4,14
C14488,3.0,420.0,457.0,26.96666666666667,0.5618555181640639,1.1237110363281264,2.2786362681098096,29.577701688118907,16.618394908080155,33.23678981616027,67.39682379388049,Bronze,0,Loyal Customers,37,4,3,1,8
C14489,1.0,40.0,202.0,139.84,0.5054466034961186,1.0108932069922356,2.049866780845365,167.76457558422572,84.79603491601476,169.59206983202924,343.89503049272565,Silver,0,Hibernating,162,2,1,2,5
C14490,3.0,480.0,493.0,81.19,0.540385207344481,1.080770414688967,2.1915622297859554,86.5627883801844,46.77725034714238,93.55450069428518,189.70773751896672,Bronze,0,Loyal Customers,13,5,3,5,13
C14491,7.0,553.0,607.0,483.1628571428572,0.8229352523809969,1.6458705047619924,3.3374596346562657,493.9266302625163,406.4696361327792,812.9392722655577,1648.4601909829382,Platinum,0,Champions,54,4,5,5,14
C14492,7.0,459.0,719.0,251.3114285714286,0.7440292091393065,1.4880584182786116,3.017451792620516,257.15738678770623,191.3326071159878,382.66521423197526,775.9600177481716,Gold,1,Can't Lose Them,260,2,5,5,12
C14493,7.0,568.0,715.0,74.33142857142857,0.7465858298978864,1.4931716597957567,3.0278203101413976,76.42345312871075,57.05666717776073,114.11333435552024,231.39648355424956,Bronze,0,Loyal Customers,147,3,5,3,11
C14494,8.0,598.0,627.0,158.41625,0.8912769569105796,1.782553913821156,3.6146232141373424,161.7983914129734,144.20717793158178,288.41435586316305,584.8402216114137,Gold,0,Champions,29,5,5,5,15
C14495,0.0,0.0,200.0,0.0,0.3683467101893965,0.7366934203757494,0.0,2.95,1.0866227950587195,2.173245590108461,0.0,Bronze,0,Hibernating,200,2,1,1,4
C14496,3.0,287.0,552.0,170.4333333333333,0.508536947784447,1.017073895568894,2.0623998437924795,180.35154635686536,91.71542491252552,183.43084982505104,371.9570010341312,Silver,0,At Risk,265,1,3,3,7
C14497,2.0,422.0,685.0,38.935,0.3695387274029021,0.7390774548058042,1.4986848389117693,43.89216753590394,16.219855734172913,32.43971146834583,65.78052603303458,Bronze,0,At Risk,263,2,2,1,5
C14498,3.0,658.0,685.0,23.416666666666668,0.4488980509997434,0.8977961019994865,1.82053098461007,25.84688977891317,11.602618446159312,23.205236892318613,47.05506369831275,Bronze,0,Loyal Customers,27,5,3,1,9
C14499,5.0,564.0,590.0,385.288,0.6631691691480646,1.3263383382961291,2.689519408211594,397.5549186580637,263.6461650971945,527.292330194389,1069.231669560844,Platinum,0,Champions,26,5,4,5,14
C14500,5.0,713.0,731.0,173.19,0.5839315964173016,1.1678631928346033,2.368167029914612,179.10467028377929,104.58487604460169,209.16975208920337,424.1497750697733,Silver,0,Champions,18,5,4,4,13
C14501,4.0,182.0,690.0,46.61,0.5259385895565428,1.0518771791130863,2.1329731687570894,49.28458951767104,25.920667497797083,51.8413349955942,105.12270707439924,Bronze,0,Can't Lose Them,508,1,4,2,7
C14502,0.0,0.0,532.0,0.0,0.2436975197715323,0.4873950395414719,0.9883288301766068,47.86,11.66336329626554,23.326726592454843,47.3014178122524,Bronze,0,Hibernating,532,1,1,1,3
C14503,3.0,434.0,654.0,94.60333333333334,0.4615134653288459,0.9230269306576924,1.8716934982780975,100.65930211036648,46.45562333453845,92.91124666907692,188.4033613011837,Bronze,0,At Risk,220,2,3,2,7
C14504,2.0,637.0,724.0,450.26,0.3572531349736787,0.7145062699473574,1.4488599362821415,487.4633462398767,174.14780862895574,348.2956172579115,706.2661127729873,Gold,0,Needs Attention,87,3,2,4,9
