customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment,Cluster
C13539,8,6,2429.05,5,4,5,14,5-4-5,Champions,Champions
C13540,125,3,26.23,3,2,1,6,3-2-1,Needs Attention,Occasional
C13541,319,3,250.1,1,2,2,5,1-2-2,At Risk,Dormant
C13542,336,2,87.19999999999999,1,1,1,3,1-1-1,Hibernating,Dormant
C13543,57,3,652.2,4,2,4,10,4-2-4,Potential Loyalists,Core Regulars
C13544,58,3,147.79,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C13545,154,5,339.4,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C13546,44,4,330.81,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13547,9,2,735.62,5,1,4,10,5-1-4,Potential Loyalists,Core Regulars
C13548,32,2,40.24,5,1,1,7,5-1-1,Potential Loyalists,Occasional
C13549,49,6,212.64,4,4,2,10,4-4-2,Champions,Core Regulars
C13550,55,2,150.15,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C13551,170,5,1992.35,2,4,5,11,2-4-5,Can't Lose Them,Core Regulars
C13552,102,4,711.21,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C13553,30,9,2062.0,5,5,5,15,5-5-5,Champions,Champions
C13554,168,5,1062.5,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C13555,209,2,41.23,2,1,1,4,2-1-1,Hibernating,Occasional
C13556,140,7,941.61,3,5,4,12,3-5-4,Loyal Customers,Champions
C13557,73,5,262.82,4,4,2,10,4-4-2,Champions,Core Regulars
C13558,36,8,1801.14,4,5,5,14,4-5-5,Champions,Champions
C13559,259,2,36.24,2,1,1,4,2-1-1,Hibernating,Occasional
C13560,378,6,494.67,1,4,3,8,1-4-3,Can't Lose Them,Dormant
C13561,69,4,925.4,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C13562,159,3,442.11,2,2,3,7,2-2-3,At Risk,Core Regulars
C13563,264,6,837.45,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C13564,53,4,257.12,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13565,55,5,11984.28,4,4,5,13,4-4-5,Champions,Champions
C13566,170,3,120.41,2,2,1,5,2-2-1,At Risk,Occasional
C13567,139,3,792.56,3,2,4,9,3-2-4,Needs Attention,Core Regulars
C13568,87,6,732.42,3,4,4,11,3-4-4,Loyal Customers,Champions
C13569,13,5,804.59,5,4,4,13,5-4-4,Champions,Core Regulars
C13570,108,2,189.15,3,1,2,6,3-1-2,Needs Attention,Occasional
C13571,94,3,464.9500000000001,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C13572,173,2,91.7,2,1,1,4,2-1-1,Hibernating,Occasional
C13573,98,3,82.46,3,2,1,6,3-2-1,Needs Attention,Occasional
C13574,24,7,1107.94,5,5,4,14,5-5-4,Champions,Champions
C13575,5,7,1501.25,5,5,5,15,5-5-5,Champions,Champions
C13576,206,4,165.62,2,3,1,6,2-3-1,At Risk,Occasional
C13577,128,6,2073.95,3,4,5,12,3-4-5,Loyal Customers,Champions
C13579,141,3,386.29,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C13580,53,5,154.37,4,4,1,9,4-4-1,Champions,Core Regulars
C13581,39,3,165.54,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C13582,29,7,653.23,5,5,4,14,5-5-4,Champions,Champions
C13583,28,1,227.5,5,1,2,8,5-1-2,Potential Loyalists,Occasional
C13584,106,5,5434.44,3,4,5,12,3-4-5,Loyal Customers,Champions
C13585,67,2,65.75999999999999,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C13586,726,1,9.7,1,1,1,3,1-1-1,Hibernating,Dormant
C13587,9,7,256.66,5,5,2,12,5-5-2,Champions,Champions
C13588,181,5,313.29,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C13589,116,1,65.76,3,1,1,5,3-1-1,Needs Attention,Occasional
C13590,325,5,364.9,1,4,2,7,1-4-2,Can't Lose Them,Core Regulars
C13591,261,4,528.8399999999999,2,3,3,8,2-3-3,At Risk,Core Regulars
C13592,406,1,5.82,1,1,1,3,1-1-1,Hibernating,Dormant
C13593,365,4,317.71,1,3,2,6,1-3-2,At Risk,Dormant
C13594,436,2,590.74,1,1,3,5,1-1-3,Hibernating,Dormant
C13595,257,2,220.92,2,1,2,5,2-1-2,Hibernating,Occasional
C13596,160,7,1546.75,2,5,5,12,2-5-5,Can't Lose Them,Champions
C13597,44,9,799.3,4,5,4,13,4-5-4,Champions,Champions
C13598,65,9,1439.14,4,5,5,14,4-5-5,Champions,Champions
C13599,569,2,69.08,1,1,1,3,1-1-1,Hibernating,Dormant
C13600,180,5,1137.51,2,4,5,11,2-4-5,Can't Lose Them,Core Regulars
C13601,170,1,285.72,2,1,2,5,2-1-2,Hibernating,Occasional
C13602,132,4,915.78,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C13603,47,8,1472.45,4,5,5,14,4-5-5,Champions,Champions
C13604,91,9,1265.19,3,5,5,13,3-5-5,Loyal Customers,Champions
C13605,192,3,89.32000000000001,2,2,1,5,2-2-1,At Risk,Occasional
C13606,43,4,265.71,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13607,3,4,710.23,5,3,4,12,5-3-4,Loyal Customers,Core Regulars
C13608,105,2,236.59,3,1,2,6,3-1-2,Needs Attention,Occasional
C13609,185,4,725.88,2,3,4,9,2-3-4,At Risk,Core Regulars
C13610,127,4,334.83000000000004,3,3,2,8,3-3-2,Loyal Customers,Core Regulars
C13611,198,6,547.37,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C13612,554,3,235.11,1,2,2,5,1-2-2,At Risk,Dormant
C13613,294,6,520.07,1,4,3,8,1-4-3,Can't Lose Them,Core Regulars
C13614,361,2,708.9200000000001,1,1,4,6,1-1-4,Hibernating,Dormant
C13615,620,1,101.35,1,1,1,3,1-1-1,Hibernating,Dormant
C13616,43,1,26.08,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C13617,16,3,663.01,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C13618,4,5,676.99,5,4,4,13,5-4-4,Champions,Core Regulars
C13619,76,5,178.01999999999998,4,4,2,10,4-4-2,Champions,Core Regulars
C13620,158,3,648.4699999999999,2,2,4,8,2-2-4,At Risk,Core Regulars
C13621,26,5,279.74,5,4,2,11,5-4-2,Champions,Core Regulars
C13622,51,4,2133.95,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C13623,100,4,544.76,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C13624,73,4,530.1,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C13625,119,7,337.6,3,5,2,10,3-5-2,Loyal Customers,Champions
C13626,225,5,394.93,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C13627,26,5,773.1800000000001,5,4,4,13,5-4-4,Champions,Core Regulars
C13628,170,7,756.21,2,5,4,11,2-5-4,Can't Lose Them,Champions
C13629,51,11,1614.86,4,5,5,14,4-5-5,Champions,Champions
C13630,302,5,1586.5,1,4,5,10,1-4-5,Can't Lose Them,Core Regulars
C13631,142,4,401.63,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C13632,341,5,301.32,1,4,2,7,1-4-2,Can't Lose Them,Dormant
C13633,22,5,525.55,5,4,3,12,5-4-3,Champions,Core Regulars
C13634,93,6,1900.74,3,4,5,12,3-4-5,Loyal Customers,Champions
C13635,626,1,15.32,1,1,1,3,1-1-1,Hibernating,Dormant
C13636,47,4,580.96,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C13637,287,4,969.83,1,3,4,8,1-3-4,At Risk,Core Regulars
C13638,5,4,386.17,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C13639,4,4,374.5,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C13640,231,1,138.05,2,1,1,4,2-1-1,Hibernating,Occasional
C13641,127,4,901.84,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C13642,86,7,705.53,3,5,4,12,3-5-4,Loyal Customers,Champions
C13643,49,2,109.79,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C13644,43,7,709.0699999999999,4,5,4,13,4-5-4,Champions,Champions
C13645,338,7,193.62,1,5,2,8,1-5-2,Can't Lose Them,Core Regulars
C13646,63,5,1244.15,4,4,5,13,4-4-5,Champions,Core Regulars
C13647,47,5,477.46,4,4,3,11,4-4-3,Champions,Core Regulars
C13648,36,5,1455.08,4,4,5,13,4-4-5,Champions,Core Regulars
C13649,75,3,552.94,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C13650,104,5,774.2900000000001,3,4,4,11,3-4-4,Loyal Customers,Core Regulars
C13651,194,3,254.08,2,2,2,6,2-2-2,At Risk,Occasional
C13652,3,3,1611.5500000000002,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C13653,366,4,842.29,1,3,4,8,1-3-4,At Risk,Dormant
C13654,34,5,1186.51,5,4,5,14,5-4-5,Champions,Core Regulars
C13655,54,6,1952.65,4,4,5,13,4-4-5,Champions,Champions
C13656,113,2,83.96000000000001,3,1,1,5,3-1-1,Needs Attention,Occasional
C13657,258,5,992.98,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C13658,37,2,443.1,4,1,3,8,4-1-3,Potential Loyalists,Core Regulars
C13659,6,7,1503.5,5,5,5,15,5-5-5,Champions,Champions
C13660,637,1,118.86,1,1,1,3,1-1-1,Hibernating,Dormant
C13661,78,5,1271.06,4,4,5,13,4-4-5,Champions,Core Regulars
C13662,625,1,112.01,1,1,1,3,1-1-1,Hibernating,Dormant
C13663,4,8,1297.68,5,5,5,15,5-5-5,Champions,Champions
C13664,33,4,603.99,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C13665,5,6,1389.58,5,4,5,14,5-4-5,Champions,Champions
C13666,66,4,1209.33,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C13667,39,8,3941.94,4,5,5,14,4-5-5,Champions,Champions
C13668,347,1,59.87,1,1,1,3,1-1-1,Hibernating,Dormant
C13669,75,3,140.51,4,2,1,7,4-2-1,Potential Loyalists,Occasional
C13670,62,6,743.68,4,4,4,12,4-4-4,Champions,Champions
C13671,9,4,119.22,5,3,1,9,5-3-1,Loyal Customers,Occasional
C13672,115,9,4333.7,3,5,5,13,3-5-5,Loyal Customers,Champions
C13673,225,2,33.4,2,1,1,4,2-1-1,Hibernating,Occasional
C13674,57,5,437.17,4,4,3,11,4-4-3,Champions,Core Regulars
C13675,120,8,2237.5,3,5,5,13,3-5-5,Loyal Customers,Champions
C13676,22,5,1035.29,5,4,4,13,5-4-4,Champions,Core Regulars
C13677,264,5,3224.48,2,4,5,11,2-4-5,Can't Lose Them,Core Regulars
C13678,20,3,398.92,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C13679,217,3,397.63,2,2,3,7,2-2-3,At Risk,Core Regulars
C13680,28,6,676.97,5,4,4,13,5-4-4,Champions,Champions
C13681,11,6,1013.13,5,4,4,13,5-4-4,Champions,Champions
C13682,128,3,555.17,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C13683,36,6,597.19,4,4,3,11,4-4-3,Champions,Champions
C13684,66,3,443.49,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C13685,14,6,988.47,5,4,4,13,5-4-4,Champions,Champions
C13686,134,3,322.89,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C13687,128,2,125.6,3,1,1,5,3-1-1,Needs Attention,Occasional
C13688,46,9,1185.72,4,5,5,14,4-5-5,Champions,Champions
C13689,336,3,262.13,1,2,2,5,1-2-2,At Risk,Dormant
C13690,67,4,64.46000000000001,4,3,1,8,4-3-1,Loyal Customers,Occasional
C13691,122,4,90.5,3,3,1,7,3-3-1,Loyal Customers,Occasional
C13692,139,2,67.81,3,1,1,5,3-1-1,Needs Attention,Occasional
C13693,99,6,279.21,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C13694,23,3,163.12,5,2,1,8,5-2-1,Potential Loyalists,Occasional
C13695,281,4,362.33,1,3,2,6,1-3-2,At Risk,Core Regulars
C13696,77,8,423.39,4,5,3,12,4-5-3,Champions,Champions
C13697,213,5,235.53,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C13698,354,1,44.85,1,1,1,3,1-1-1,Hibernating,Dormant
C13699,139,4,601.97,3,3,3,9,3-3-3,Loyal Customers,Core Regulars
C13700,99,5,196.52,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C13701,61,4,280.57,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13702,528,4,518.13,1,3,3,7,1-3-3,At Risk,Dormant
C13704,416,1,550.16,1,1,3,5,1-1-3,Hibernating,Dormant
C13705,167,4,285.34000000000003,2,3,2,7,2-3-2,At Risk,Core Regulars
C13706,162,1,14.26,2,1,1,4,2-1-1,Hibernating,Occasional
C13708,37,4,1681.56,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C13709,131,6,372.09,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C13711,87,5,1111.59,3,4,4,11,3-4-4,Loyal Customers,Core Regulars
C13712,6,4,94.7,5,3,1,9,5-3-1,Loyal Customers,Occasional
C13713,132,4,174.53,3,3,2,8,3-3-2,Loyal Customers,Occasional
C13714,34,6,4566.39,5,4,5,14,5-4-5,Champions,Champions
C13715,61,4,1701.13,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C13716,92,5,408.04,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C13717,34,4,354.78,5,3,2,10,5-3-2,Loyal Customers,Core Regulars
C13718,140,9,3062.01,3,5,5,13,3-5-5,Loyal Customers,Champions
C13719,38,11,1880.44,4,5,5,14,4-5-5,Champions,Champions
C13720,50,3,297.77,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C13721,131,3,104.14,3,2,1,6,3-2-1,Needs Attention,Occasional
C13722,2,8,1641.34,5,5,5,15,5-5-5,Champions,Champions
C13723,122,4,124.06,3,3,1,7,3-3-1,Loyal Customers,Occasional
C13724,12,4,576.36,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C13725,513,1,73.83,1,1,1,3,1-1-1,Hibernating,Dormant
C13726,122,6,1119.9,3,4,4,11,3-4-4,Loyal Customers,Champions
C13727,481,4,456.11,1,3,3,7,1-3-3,At Risk,Dormant
C13728,225,3,85.5,2,2,1,5,2-2-1,At Risk,Occasional
C13729,18,6,288.68,5,4,2,11,5-4-2,Champions,Core Regulars
C13730,21,6,205.71,5,4,2,11,5-4-2,Champions,Core Regulars
C13731,91,6,337.7,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C13732,161,4,82.81,2,3,1,6,2-3-1,At Risk,Occasional
C13733,391,2,184.83,1,1,2,4,1-1-2,Hibernating,Dormant
C13734,150,6,857.07,3,4,4,11,3-4-4,Loyal Customers,Champions
C13735,18,8,1192.31,5,5,5,15,5-5-5,Champions,Champions
C13736,25,5,761.8,5,4,4,13,5-4-4,Champions,Core Regulars
C13737,36,5,948.31,4,4,4,12,4-4-4,Champions,Core Regulars
C13738,239,6,577.14,2,4,3,9,2-4-3,Can't Lose Them,Core Regulars
C13739,147,3,221.11,3,2,2,7,3-2-2,Needs Attention,Occasional
C13740,45,4,1056.73,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C13741,197,5,647.8499999999999,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C13742,10,7,2619.59,5,5,5,15,5-5-5,Champions,Champions
C13743,227,4,123.26,2,3,1,6,2-3-1,At Risk,Occasional
C13744,14,6,1008.11,5,4,4,13,5-4-4,Champions,Champions
C13745,375,1,47.05,1,1,1,3,1-1-1,Hibernating,Dormant
C13746,24,4,79.47,5,3,1,9,5-3-1,Loyal Customers,Occasional
C13747,27,9,932.74,5,5,4,14,5-5-4,Champions,Champions
C13748,19,7,2527.54,5,5,5,15,5-5-5,Champions,Champions
C13749,97,6,516.8199999999999,3,4,3,10,3-4-3,Loyal Customers,Champions
C13750,174,2,82.72,2,1,1,4,2-1-1,Hibernating,Occasional
C13751,370,4,333.22,1,3,2,6,1-3-2,At Risk,Dormant
C13752,102,2,53.07,3,1,1,5,3-1-1,Needs Attention,Occasional
C13753,296,3,51.64,1,2,1,4,1-2-1,At Risk,Occasional
C13754,1,6,1263.63,5,4,5,14,5-4-5,Champions,Champions
C13755,654,1,11.44,1,1,1,3,1-1-1,Hibernating,Dormant
C13756,38,6,626.62,4,4,3,11,4-4-3,Champions,Champions
C13757,38,5,212.87,4,4,2,10,4-4-2,Champions,Core Regulars
C13758,111,5,887.11,3,4,4,11,3-4-4,Loyal Customers,Core Regulars
C13759,50,6,747.36,4,4,4,12,4-4-4,Champions,Champions
C13760,204,5,1220.94,2,4,5,11,2-4-5,Can't Lose Them,Core Regulars
C13761,46,3,385.91,4,2,3,9,4-2-3,Potential Loyalists,Core Regulars
C13762,157,3,741.67,2,2,4,8,2-2-4,At Risk,Core Regulars
C13763,174,5,778.36,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C13764,98,9,421.33,3,5,3,11,3-5-3,Loyal Customers,Champions
C13765,131,7,2611.84,3,5,5,13,3-5-5,Loyal Customers,Champions
C13766,171,7,679.99,2,5,4,11,2-5-4,Can't Lose Them,Champions
C13767,78,6,6546.599999999999,4,4,5,13,4-4-5,Champions,Champions
C13768,446,3,439.26,1,2,3,6,1-2-3,At Risk,Dormant
C13769,68,3,291.59000000000003,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C13770,40,8,1425.31,4,5,5,14,4-5-5,Champions,Champions
C13771,124,1,3.93,3,1,1,5,3-1-1,Needs Attention,Occasional
C13772,115,5,1286.86,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C13773,54,4,585.99,4,3,3,10,4-3-3,Loyal Customers,Core Regulars
C13774,212,4,1000.91,2,3,4,9,2-3-4,At Risk,Core Regulars
C13775,92,8,322.42,3,5,2,10,3-5-2,Loyal Customers,Champions
C13776,441,1,58.93,1,1,1,3,1-1-1,Hibernating,Dormant
C13777,140,4,949.63,3,3,4,10,3-3-4,Loyal Customers,Core Regulars
C13778,175,3,66.08,2,2,1,5,2-2-1,At Risk,Occasional
C13779,110,5,768.8,3,4,4,11,3-4-4,Loyal Customers,Core Regulars
C13780,139,1,11.95,3,1,1,5,3-1-1,Needs Attention,Occasional
C13781,12,3,1533.83,5,2,5,12,5-2-5,Potential Loyalists,Core Regulars
C13782,332,1,185.21,1,1,2,4,1-1-2,Hibernating,Dormant
C13783,227,4,192.0,2,3,2,7,2-3-2,At Risk,Occasional
C13784,315,1,440.25,1,1,3,5,1-1-3,Hibernating,Dormant
C13785,68,3,186.53,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C13786,141,5,1142.84,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C13787,85,7,2710.03,3,5,5,13,3-5-5,Loyal Customers,Champions
C13788,236,4,457.41,2,3,3,8,2-3-3,At Risk,Core Regulars
C13789,141,5,539.11,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C13790,136,4,94.96,3,3,1,7,3-3-1,Loyal Customers,Occasional
C13791,279,5,357.7,1,4,2,7,1-4-2,Can't Lose Them,Core Regulars
C13792,246,4,188.78,2,3,2,7,2-3-2,At Risk,Occasional
C13793,497,6,1945.25,1,4,5,10,1-4-5,Can't Lose Them,Dormant
C13794,66,3,2813.68,4,2,5,11,4-2-5,Potential Loyalists,Core Regulars
C13795,176,4,1013.46,2,3,4,9,2-3-4,At Risk,Core Regulars
C13796,144,3,310.82,3,2,2,7,3-2-2,Needs Attention,Core Regulars
C13797,24,7,1114.93,5,5,4,14,5-5-4,Champions,Champions
C13798,35,3,194.71,5,2,2,9,5-2-2,Potential Loyalists,Occasional
C13799,89,3,29.33,3,2,1,6,3-2-1,Needs Attention,Occasional
C13800,96,5,468.11,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C13801,43,4,107.86,4,3,1,8,4-3-1,Loyal Customers,Occasional
C13802,400,4,214.53,1,3,2,6,1-3-2,At Risk,Dormant
C13803,3,6,571.66,5,4,3,12,5-4-3,Champions,Champions
C13804,137,6,882.26,3,4,4,11,3-4-4,Loyal Customers,Champions
C13805,354,2,443.66,1,1,3,5,1-1-3,Hibernating,Dormant
C13806,33,3,601.34,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C13807,98,6,600.4399999999999,3,4,3,10,3-4-3,Loyal Customers,Champions
C13808,12,5,576.51,5,4,3,12,5-4-3,Champions,Core Regulars
C13809,180,4,180.42,2,3,2,7,2-3-2,At Risk,Occasional
C13810,6,7,1010.51,5,5,4,14,5-5-4,Champions,Champions
C13811,166,8,1298.85,2,5,5,12,2-5-5,Can't Lose Them,Champions
C13812,604,2,589.13,1,1,3,5,1-1-3,Hibernating,Dormant
C13813,627,1,438.12,1,1,3,5,1-1-3,Hibernating,Dormant
C13814,10,9,889.26,5,5,4,14,5-5-4,Champions,Champions
C13815,95,7,2475.6,3,5,5,13,3-5-5,Loyal Customers,Champions
C13816,237,5,794.52,2,4,4,10,2-4-4,Can't Lose Them,Core Regulars
C13817,336,3,269.62,1,2,2,5,1-2-2,At Risk,Dormant
C13818,265,3,285.66,1,2,2,5,1-2-2,At Risk,Dormant
C13819,81,4,1503.0600000000002,4,3,5,12,4-3-5,Loyal Customers,Core Regulars
C13820,109,2,128.21,3,1,1,5,3-1-1,Needs Attention,Occasional
C13821,72,2,28.75,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C13822,368,3,190.17,1,2,2,5,1-2-2,At Risk,Dormant
C13823,18,6,1927.97,5,4,5,14,5-4-5,Champions,Champions
C13824,11,5,533.35,5,4,3,12,5-4-3,Champions,Core Regulars
C13825,62,9,854.09,4,5,4,13,4-5-4,Champions,Champions
C13826,80,4,240.96,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13827,408,2,53.59,1,1,1,3,1-1-1,Hibernating,Dormant
C13828,124,5,537.64,3,4,3,10,3-4-3,Loyal Customers,Core Regulars
C13829,139,4,1434.45,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C13830,54,4,285.78,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13831,268,3,876.0799999999999,1,2,4,7,1-2-4,At Risk,Core Regulars
C13832,56,4,334.51,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13833,34,3,1133.35,5,2,4,11,5-2-4,Potential Loyalists,Core Regulars
C13834,11,2,884.66,5,1,4,10,5-1-4,Potential Loyalists,Core Regulars
C13835,72,3,283.08,4,2,2,8,4-2-2,Potential Loyalists,Core Regulars
C13836,404,5,350.85,1,4,2,7,1-4-2,Can't Lose Them,Dormant
C13837,71,6,914.1,4,4,4,12,4-4-4,Champions,Champions
C13838,263,3,333.76,2,2,2,6,2-2-2,At Risk,Core Regulars
C13839,20,6,3027.05,5,4,5,14,5-4-5,Champions,Champions
C13840,485,2,198.69,1,1,2,4,1-1-2,Hibernating,Dormant
C13841,5,5,2567.69,5,4,5,14,5-4-5,Champions,Champions
C13842,549,1,71.24,1,1,1,3,1-1-1,Hibernating,Dormant
C13843,351,2,193.62,1,1,2,4,1-1-2,Hibernating,Dormant
C13845,64,7,908.06,4,5,4,13,4-5-4,Champions,Champions
C13846,180,2,381.83,2,1,3,6,2-1-3,Hibernating,Core Regulars
C13847,255,3,145.08,2,2,1,5,2-2-1,At Risk,Occasional
C13848,45,4,236.06,4,3,2,9,4-3-2,Loyal Customers,Core Regulars
C13849,486,5,249.58,1,4,2,7,1-4-2,Can't Lose Them,Dormant
C13850,166,4,209.69,2,3,2,7,2-3-2,At Risk,Core Regulars
C13851,126,5,1515.8,3,4,5,12,3-4-5,Loyal Customers,Core Regulars
C13852,90,4,2308.08,3,3,5,11,3-3-5,Loyal Customers,Core Regulars
C13853,75,6,819.89,4,4,4,12,4-4-4,Champions,Champions
C13854,8,11,2093.32,5,5,5,15,5-5-5,Champions,Champions
C13855,141,3,1431.24,3,2,5,10,3-2-5,Needs Attention,Core Regulars
C13856,76,6,1346.39,4,4,5,13,4-4-5,Champions,Champions
C13857,50,5,160.02,4,4,1,9,4-4-1,Champions,Core Regulars
C13858,671,2,442.52,1,1,3,5,1-1-3,Hibernating,Dormant
C13859,85,3,485.27,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C13860,59,2,151.91,4,1,1,6,4-1-1,Potential Loyalists,Occasional
C13861,224,4,859.3,2,3,4,9,2-3-4,At Risk,Core Regulars
C13862,64,4,853.31,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C13863,200,6,2030.14,2,4,5,11,2-4-5,Can't Lose Them,Champions
C13864,312,3,536.4399999999999,1,2,3,6,1-2-3,At Risk,Dormant
C13865,195,7,481.33,2,5,3,10,2-5-3,Can't Lose Them,Champions
C13866,132,3,138.24,3,2,1,6,3-2-1,Needs Attention,Occasional
C13867,13,6,1287.1799999999998,5,4,5,14,5-4-5,Champions,Champions
C13868,231,4,791.46,2,3,4,9,2-3-4,At Risk,Core Regulars
C13869,130,2,10.8,3,1,1,5,3-1-1,Needs Attention,Occasional
C13870,382,4,407.6,1,3,3,7,1-3-3,At Risk,Dormant
C13871,50,4,1091.01,4,3,4,11,4-3-4,Loyal Customers,Core Regulars
C13872,108,3,569.63,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C13873,30,5,168.2,5,4,1,10,5-4-1,Champions,Core Regulars
C13874,236,2,57.45,2,1,1,4,2-1-1,Hibernating,Occasional
C13875,421,7,1750.09,1,5,5,11,1-5-5,Can't Lose Them,Champions
C13876,93,2,40.76,3,1,1,5,3-1-1,Needs Attention,Occasional
C13877,228,4,456.58,2,3,3,8,2-3-3,At Risk,Core Regulars
C13878,89,5,319.16,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C13879,320,5,617.9,1,4,3,8,1-4-3,Can't Lose Them,Core Regulars
C13880,171,4,377.95,2,3,3,8,2-3-3,At Risk,Core Regulars
C13881,218,4,608.1400000000001,2,3,3,8,2-3-3,At Risk,Core Regulars
C13882,353,3,612.9200000000001,1,2,3,6,1-2-3,At Risk,Dormant
C13883,133,5,195.11,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C13884,10,7,299.24,5,5,2,12,5-5-2,Champions,Champions
C13885,110,3,634.25,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C13886,178,5,181.77,2,4,2,8,2-4-2,Can't Lose Them,Core Regulars
C13887,95,3,525.79,3,2,3,8,3-2-3,Needs Attention,Core Regulars
C13888,91,5,290.87,3,4,2,9,3-4-2,Loyal Customers,Core Regulars
C13889,100,3,2752.04,3,2,5,10,3-2-5,Needs Attention,Core Regulars
C13890,285,3,181.98,1,2,2,5,1-2-2,At Risk,Dormant
C13891,244,3,1560.29,2,2,5,9,2-2-5,At Risk,Core Regulars
C13892,10,7,1234.73,5,5,5,15,5-5-5,Champions,Champions
C13893,464,3,189.54,1,2,2,5,1-2-2,At Risk,Dormant
C13894,42,5,86.16,4,4,1,9,4-4-1,Champions,Occasional
C13895,276,2,2537.72,1,1,5,7,1-1-5,Hibernating,Core Regulars
C13896,27,4,496.19,5,3,3,11,5-3-3,Loyal Customers,Core Regulars
C13897,75,7,2096.31,4,5,5,14,4-5-5,Champions,Champions
C13898,363,3,101.85,1,2,1,4,1-2-1,At Risk,Dormant
C13899,33,7,1015.36,5,5,4,14,5-5-4,Champions,Champions
C13900,15,3,406.06,5,2,3,10,5-2-3,Potential Loyalists,Core Regulars
C13901,80,3,196.09,4,2,2,8,4-2-2,Potential Loyalists,Occasional
C13902,156,6,1460.21,2,4,5,11,2-4-5,Can't Lose Them,Champions
C13903,168,4,271.61,2,3,2,7,2-3-2,At Risk,Core Regulars
