customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Segment
C14422,39,5,2668.6099999999997,4,4,5,13,4-4-5,Champions
C14423,79,3,146.34,4,2,1,7,4-2-1,Potential Loyalists
C14424,179,4,749.35,2,3,4,9,2-3-4,At Risk
C14425,319,4,294.45,1,3,2,6,1-3-2,At Risk
C14426,29,5,559.35,5,4,3,12,5-4-3,Champions
C14427,22,2,1439.7,5,1,5,11,5-1-5,Potential Loyalists
C14428,34,7,281.46,5,5,2,12,5-5-2,Champions
C14429,39,5,4764.88,4,4,5,13,4-4-5,Champions
C14430,365,3,191.06,1,2,2,5,1-2-2,At Risk
C14431,123,7,1620.3,3,5,5,13,3-5-5,Loyal Customers
C14432,117,2,1176.9,3,1,5,9,3-1-5,Needs Attention
C14433,110,6,694.91,3,4,4,11,3-4-4,Loyal Customers
C14434,308,3,548.34,1,2,3,6,1-2-3,At Risk
C14435,17,9,758.81,5,5,4,14,5-5-4,Champions
C14436,507,1,62.64,1,1,1,3,1-1-1,Hibernating
C14437,15,2,72.81,5,1,1,7,5-1-1,Potential Loyalists
C14439,309,5,676.35,1,4,4,9,1-4-4,Can't Lose Them
C14440,290,4,1048.95,1,3,4,8,1-3-4,At Risk
C14441,78,2,100.18,4,1,1,6,4-1-1,Potential Loyalists
C14442,316,2,754.57,1,1,4,6,1-1-4,Hibernating
C14443,109,6,237.11999999999998,3,4,2,9,3-4-2,Loyal Customers
C14444,305,5,826.97,1,4,4,9,1-4-4,Can't Lose Them
C14445,424,2,637.25,1,1,3,5,1-1-3,Hibernating
C14446,1,7,2091.3999999999996,5,5,5,15,5-5-5,Champions
C14447,322,3,220.82999999999998,1,2,2,5,1-2-2,At Risk
C14448,293,2,6.58,1,1,1,3,1-1-1,Hibernating
C14449,685,2,269.99,1,1,2,4,1-1-2,Hibernating
C14450,265,2,271.87,1,1,2,4,1-1-2,Hibernating
C14451,119,5,685.25,3,4,4,11,3-4-4,Loyal Customers
C14452,409,4,169.53,1,3,1,5,1-3-1,At Risk
C14453,270,4,305.02,1,3,2,6,1-3-2,At Risk
C14454,26,5,485.06,5,4,3,12,5-4-3,Champions
C14455,121,6,1932.3000000000002,3,4,5,12,3-4-5,Loyal Customers
C14456,188,5,238.74,2,4,2,8,2-4-2,Can't Lose Them
C14457,277,3,256.5,1,2,2,5,1-2-2,At Risk
C14458,223,4,494.54999999999995,2,3,3,8,2-3-3,At Risk
C14459,180,4,208.83,2,3,2,7,2-3-2,At Risk
C14460,386,5,3669.5299999999997,1,4,5,10,1-4-5,Can't Lose Them
C14461,15,1,26.31,5,1,1,7,5-1-1,Potential Loyalists
C14462,154,4,715.09,2,3,4,9,2-3-4,At Risk
C14463,267,4,346.90999999999997,1,3,2,6,1-3-2,At Risk
C14464,41,4,887.74,4,3,4,11,4-3-4,Loyal Customers
C14465,521,2,22.83,1,1,1,3,1-1-1,Hibernating
C14466,106,4,1037.6299999999999,3,3,4,10,3-3-4,Loyal Customers
C14467,189,2,156.67000000000002,2,1,1,4,2-1-1,Hibernating
C14468,132,3,1117.45,3,2,4,9,3-2-4,Needs Attention
C14469,317,3,99.53,1,2,1,4,1-2-1,At Risk
C14470,133,5,435.61,3,4,3,10,3-4-3,Loyal Customers
C14471,175,5,1866.08,2,4,5,11,2-4-5,Can't Lose Them
C14472,171,6,259.43,2,4,2,8,2-4-2,Can't Lose Them
C14473,13,5,1116.27,5,4,4,13,5-4-4,Champions
C14474,66,6,2454.17,4,4,5,13,4-4-5,Champions
C14475,680,1,378.9,1,1,3,5,1-1-3,Hibernating
C14476,321,5,530.17,1,4,3,8,1-4-3,Can't Lose Them
C14477,128,5,972.56,3,4,4,11,3-4-4,Loyal Customers
C14478,7,7,479.75,5,5,3,13,5-5-3,Champions
C14479,149,4,786.95,3,3,4,10,3-3-4,Loyal Customers
C14480,13,4,149.79,5,3,1,9,5-3-1,Loyal Customers
C14481,115,5,1233.0,3,4,5,12,3-4-5,Loyal Customers
C14482,24,10,3090.82,5,5,5,15,5-5-5,Champions
C14483,35,3,347.6,5,2,2,9,5-2-2,Potential Loyalists
C14484,172,2,228.57999999999998,2,1,2,5,2-1-2,Hibernating
C14485,83,7,1128.84,4,5,4,13,4-5-4,Champions
C14486,89,3,341.63,3,2,2,7,3-2-2,Needs Attention
C14487,6,8,974.98,5,5,4,14,5-5-4,Champions
C14488,37,4,121.9,4,3,1,8,4-3-1,Loyal Customers
C14489,162,2,227.81,2,1,2,5,2-1-2,Hibernating
C14490,13,4,2386.9700000000003,5,3,5,13,5-3-5,Loyal Customers
C14491,54,8,3404.24,4,5,5,14,4-5-5,Champions
C14492,260,8,1783.26,2,5,5,12,2-5-5,Can't Lose Them
C14493,147,8,615.19,3,5,3,11,3-5-3,Loyal Customers
C14494,29,9,1987.34,5,5,5,15,5-5-5,Champions
C14495,200,1,2.95,2,1,1,4,2-1-1,Hibernating
C14496,265,4,551.0,1,3,3,7,1-3-3,At Risk
C14497,263,3,133.97,2,2,1,5,2-2-1,At Risk
C14498,27,4,78.42,5,3,1,9,5-3-1,Loyal Customers
C14499,26,6,1989.29,5,4,5,14,5-4-5,Champions
C14500,18,6,876.87,5,4,4,13,5-4-4,Champions
C14501,508,5,230.92000000000002,1,4,2,7,1-4-2,Can't Lose Them
C14502,532,1,47.86,1,1,1,3,1-1-1,Hibernating
C14503,220,4,298.09000000000003,2,3,2,7,2-3-2,At Risk
C14504,87,3,940.59,3,2,4,9,3-2-4,Needs Attention
C14505,4,5,351.75,5,4,2,11,5-4-2,Champions
C14506,7,5,635.26,5,4,3,12,5-4-3,Champions
C14507,6,9,1520.4700000000003,5,5,5,15,5-5-5,Champions
C14508,125,5,120.08,3,4,1,8,3-4-1,Loyal Customers
C14509,207,1,37.52,2,1,1,4,2-1-1,Hibernating
C14510,113,5,705.17,3,4,4,11,3-4-4,Loyal Customers
C14511,403,6,296.45000000000005,1,4,2,7,1-4-2,Can't Lose Them
C14512,8,5,415.14,5,4,3,12,5-4-3,Champions
C14513,245,1,15.7,2,1,1,4,2-1-1,Hibernating
C14514,153,6,2832.46,2,4,5,11,2-4-5,Can't Lose Them
C14515,187,4,376.08,2,3,3,8,2-3-3,At Risk
C14516,241,8,1420.44,2,5,5,12,2-5-5,Can't Lose Them
C14517,22,5,723.68,5,4,4,13,5-4-4,Champions
C14518,94,2,79.47,3,1,1,5,3-1-1,Needs Attention
C14520,524,2,345.28000000000003,1,1,2,4,1-1-2,Hibernating
C14521,46,7,1879.26,4,5,5,14,4-5-5,Champions
C14522,76,8,787.19,4,5,4,13,4-5-4,Champions
C14523,98,4,1133.65,3,3,4,10,3-3-4,Loyal Customers
C14524,118,8,486.87,3,5,3,11,3-5-3,Loyal Customers
C14525,21,2,87.65,5,1,1,7,5-1-1,Potential Loyalists
C14526,13,6,561.74,5,4,3,12,5-4-3,Champions
C14527,185,6,1361.3700000000001,2,4,5,11,2-4-5,Can't Lose Them
C14528,305,3,382.34000000000003,1,2,3,6,1-2-3,At Risk
C14529,19,7,1287.71,5,5,5,15,5-5-5,Champions
C14530,26,6,1117.85,5,4,4,13,5-4-4,Champions
C14531,115,1,1020.78,3,1,4,8,3-1-4,Needs Attention
C14532,484,1,8.87,1,1,1,3,1-1-1,Hibernating
C14533,154,6,1090.81,2,4,4,10,2-4-4,Can't Lose Them
C14534,344,4,1584.5400000000002,1,3,5,9,1-3-5,At Risk
C14535,363,2,310.15999999999997,1,1,2,4,1-1-2,Hibernating
C14536,6,4,284.43,5,3,2,10,5-3-2,Loyal Customers
C14537,6,5,224.61,5,4,2,11,5-4-2,Champions
C14538,137,6,228.79999999999998,3,4,2,9,3-4-2,Loyal Customers
C14539,94,4,143.78,3,3,1,7,3-3-1,Loyal Customers
C14540,382,2,2035.0,1,1,5,7,1-1-5,Hibernating
C14541,117,4,1492.59,3,3,5,11,3-3-5,Loyal Customers
C14542,44,8,672.8199999999999,4,5,4,13,4-5-4,Champions
C14543,13,6,1249.39,5,4,5,14,5-4-5,Champions
C14544,78,4,88.64,4,3,1,8,4-3-1,Loyal Customers
C14545,149,5,707.57,3,4,4,11,3-4-4,Loyal Customers
C14546,339,2,47.72,1,1,1,3,1-1-1,Hibernating
C14547,89,2,419.13,3,1,3,7,3-1-3,Needs Attention
C14548,38,5,560.67,4,4,3,11,4-4-3,Champions
C14549,315,7,460.12,1,5,3,9,1-5-3,Can't Lose Them
C14550,161,6,148.82,2,4,1,7,2-4-1,Can't Lose Them
C14551,49,5,875.49,4,4,4,12,4-4-4,Champions
C14552,3,5,671.95,5,4,4,13,5-4-4,Champions
C14553,272,3,3112.27,1,2,5,8,1-2-5,At Risk
C14554,28,2,450.83,5,1,3,9,5-1-3,Potential Loyalists
C14555,137,8,168.47,3,5,1,9,3-5-1,Loyal Customers
C14556,292,3,282.29,1,2,2,5,1-2-2,At Risk
C14557,25,4,625.86,5,3,3,11,5-3-3,Loyal Customers
C14558,105,6,421.14,3,4,3,10,3-4-3,Loyal Customers
C14559,1,8,911.9100000000001,5,5,4,14,5-5-4,Champions
C14560,74,3,232.6,4,2,2,8,4-2-2,Potential Loyalists
C14561,232,4,2167.48,2,3,5,10,2-3-5,At Risk
C14562,87,3,569.78,3,2,3,8,3-2-3,Needs Attention
C14563,176,5,986.64,2,4,4,10,2-4-4,Can't Lose Them
C14564,19,2,652.11,5,1,4,10,5-1-4,Potential Loyalists
C14565,113,3,355.61,3,2,2,7,3-2-2,Needs Attention
C14566,115,5,1310.75,3,4,5,12,3-4-5,Loyal Customers
C14567,262,5,1953.6799999999998,2,4,5,11,2-4-5,Can't Lose Them
C14568,113,4,108.55,3,3,1,7,3-3-1,Loyal Customers
C14569,119,3,991.65,3,2,4,9,3-2-4,Needs Attention
C14570,64,7,868.19,4,5,4,13,4-5-4,Champions
C14571,13,6,330.85,5,4,2,11,5-4-2,Champions
C14572,11,4,211.51,5,3,2,10,5-3-2,Loyal Customers
C14573,321,3,160.07,1,2,1,4,1-2-1,At Risk
C14574,32,4,252.32000000000002,5,3,2,10,5-3-2,Loyal Customers
C14575,92,2,211.95,3,1,2,6,3-1-2,Needs Attention
C14576,88,11,1512.74,3,5,5,13,3-5-5,Loyal Customers
C14577,115,3,591.28,3,2,3,8,3-2-3,Needs Attention
C14578,2,9,1921.2800000000002,5,5,5,15,5-5-5,Champions
C14579,141,4,1469.0,3,3,5,11,3-3-5,Loyal Customers
C14580,577,1,103.88,1,1,1,3,1-1-1,Hibernating
C14581,37,4,447.77,4,3,3,10,4-3-3,Loyal Customers
C14582,268,3,54.28,1,2,1,4,1-2-1,At Risk
C14583,67,6,1791.23,4,5,5,14,4-5-5,Champions
C14584,361,3,498.54999999999995,1,2,3,6,1-2-3,At Risk
C14585,155,6,4019.08,2,5,5,12,2-5-5,Can't Lose Them
C14586,160,2,53.98,2,1,1,4,2-1-1,Hibernating
C14587,256,5,783.8599999999999,2,4,4,10,2-4-4,Can't Lose Them
C14588,178,4,518.14,2,3,3,8,2-3-3,At Risk
C14589,171,4,766.1,2,3,4,9,2-3-4,At Risk
C14590,96,6,431.1,3,5,3,11,3-5-3,Loyal Customers
C14591,165,3,329.85,2,2,2,6,2-2-2,At Risk
C14592,53,4,573.0899999999999,4,3,3,10,4-3-3,Loyal Customers
C14593,40,3,187.85000000000002,4,2,2,8,4-2-2,Potential Loyalists
C14594,376,3,623.02,1,2,3,6,1-2-3,At Risk
C14595,47,4,485.71,4,3,3,10,4-3-3,Loyal Customers
C14596,460,1,17.95,1,1,1,3,1-1-1,Hibernating
C14597,10,3,134.88,5,2,1,8,5-2-1,Potential Loyalists
C14598,122,4,393.68,3,3,3,9,3-3-3,Loyal Customers
C14599,7,6,417.59,5,5,3,13,5-5-3,Champions
C14600,198,3,175.29,2,2,2,6,2-2-2,At Risk
C14601,138,2,31.080000000000002,3,1,1,5,3-1-1,Needs Attention
C14602,151,2,643.3000000000001,2,1,3,6,2-1-3,Hibernating
C14603,99,5,398.83,3,4,3,10,3-4-3,Loyal Customers
C14604,166,4,202.06,2,3,2,7,2-3-2,At Risk
C14605,296,3,146.6,1,2,1,4,1-2-1,At Risk
C14606,96,4,151.66,3,3,1,7,3-3-1,Loyal Customers
C14607,269,3,133.19,1,2,1,4,1-2-1,At Risk
C14608,471,1,27.95,1,1,1,3,1-1-1,Hibernating
C14609,219,2,106.25,2,1,1,4,2-1-1,Hibernating
C14610,126,2,89.37,3,1,1,5,3-1-1,Needs Attention
C14611,25,8,730.74,5,5,4,14,5-5-4,Champions
C14612,337,2,559.9499999999999,1,1,3,5,1-1-3,Hibernating
C14613,30,4,2917.88,5,3,5,13,5-3-5,Loyal Customers
C14614,46,2,77.36999999999999,4,1,1,6,4-1-1,Potential Loyalists
C14615,27,5,250.39000000000001,5,4,2,11,5-4-2,Champions
C14616,20,5,720.38,5,4,4,13,5-4-4,Champions
C14617,441,4,118.42,1,3,1,5,1-3-1,At Risk
C14618,449,2,558.13,1,1,3,5,1-1-3,Hibernating
C14619,8,4,154.04,5,3,1,9,5-3-1,Loyal Customers
C14620,184,6,3312.86,2,5,5,12,2-5-5,Can't Lose Them
C14621,233,6,922.38,2,5,4,11,2-5-4,Can't Lose Them
C14622,647,2,144.42999999999998,1,1,1,3,1-1-1,Hibernating
C14623,206,4,530.5600000000001,2,3,3,8,2-3-3,At Risk
C14624,136,5,383.07,3,4,3,10,3-4-3,Loyal Customers
C14625,142,2,79.3,3,1,1,5,3-1-1,Needs Attention
C14626,124,7,637.52,3,5,3,11,3-5-3,Loyal Customers
C14627,549,4,4523.83,1,3,5,9,1-3-5,At Risk
C14628,42,6,758.9,4,5,4,13,4-5-4,Champions
C14629,205,1,34.08,2,1,1,4,2-1-1,Hibernating
C14630,328,3,481.76,1,2,3,6,1-2-3,At Risk
C14631,108,4,323.04,3,3,2,8,3-3-2,Loyal Customers
C14632,93,2,144.26999999999998,3,1,1,5,3-1-1,Needs Attention
C14633,197,3,312.63,2,2,2,6,2-2-2,At Risk
C14634,183,2,456.97999999999996,2,1,3,6,2-1-3,Hibernating
C14635,107,4,259.56,3,3,2,8,3-3-2,Loyal Customers
C14636,10,4,510.34000000000003,5,3,3,11,5-3-3,Loyal Customers
C14637,38,7,1409.66,4,5,5,14,4-5-5,Champions
C14638,207,1,144.34,2,1,1,4,2-1-1,Hibernating
C14640,508,1,46.77,1,1,1,3,1-1-1,Hibernating
C14641,74,3,2680.8399999999997,4,2,5,11,4-2-5,Potential Loyalists
C14642,16,6,600.73,5,5,3,13,5-5-3,Champions
C14643,283,3,335.52000000000004,1,2,2,5,1-2-2,At Risk
C14644,161,4,253.8,2,3,2,7,2-3-2,At Risk
C14645,288,1,470.48,1,1,3,5,1-1-3,Hibernating
C14646,104,4,225.66,3,3,2,8,3-3-2,Loyal Customers
C14647,176,5,1178.66,2,4,5,11,2-4-5,Can't Lose Them
C14648,26,6,691.38,5,5,4,14,5-5-4,Champions
C14649,83,6,1418.8799999999999,4,5,5,14,4-5-5,Champions
C14650,29,4,2084.7,5,3,5,13,5-3-5,Loyal Customers
C14651,371,4,186.62,1,3,2,6,1-3-2,At Risk
C14652,88,6,1976.2000000000003,3,5,5,13,3-5-5,Loyal Customers
C14653,283,2,36.09,1,1,1,3,1-1-1,Hibernating
C14654,14,9,789.72,5,5,4,14,5-5-4,Champions
C14655,248,7,648.94,2,5,4,11,2-5-4,Can't Lose Them
C14656,57,4,586.95,4,3,3,10,4-3-3,Loyal Customers
C14657,114,5,2248.83,3,4,5,12,3-4-5,Loyal Customers
C14658,143,5,789.9000000000001,3,4,4,11,3-4-4,Loyal Customers
C14659,268,3,1928.78,1,2,5,8,1-2-5,At Risk
C14660,314,4,419.07,1,3,3,7,1-3-3,At Risk
C14661,103,7,3634.24,3,5,5,13,3-5-5,Loyal Customers
C14662,116,3,276.87,3,2,2,7,3-2-2,Needs Attention
C14663,201,4,497.95,2,3,3,8,2-3-3,At Risk
C14664,413,6,1840.11,1,5,5,11,1-5-5,Can't Lose Them
C14665,343,5,826.03,1,4,4,9,1-4-4,Can't Lose Them
C14666,12,3,98.07000000000001,5,2,1,8,5-2-1,Potential Loyalists
C14668,335,2,335.82,1,1,2,4,1-1-2,Hibernating
C14669,80,6,1495.69,4,5,5,14,4-5-5,Champions
C14670,137,8,1699.0900000000001,3,5,5,13,3-5-5,Loyal Customers
C14671,315,3,283.73,1,2,2,5,1-2-2,At Risk
C14672,436,1,118.68,1,1,1,3,1-1-1,Hibernating
C14673,21,3,209.63,5,2,2,9,5-2-2,Potential Loyalists
C14674,82,7,1415.46,4,5,5,14,4-5-5,Champions
C14675,59,12,2802.75,4,5,5,14,4-5-5,Champions
C14676,293,3,225.96,1,2,2,5,1-2-2,At Risk
C14677,201,6,2488.26,2,5,5,12,2-5-5,Can't Lose Them
C14678,70,4,165.35,4,3,1,8,4-3-1,Loyal Customers
C14679,127,2,1135.57,3,1,5,9,3-1-5,Needs Attention
C14680,44,7,1340.1,4,5,5,14,4-5-5,Champions
C14681,128,8,1214.73,3,5,5,13,3-5-5,Loyal Customers
C14682,48,6,1437.96,4,5,5,14,4-5-5,Champions
C14683,150,8,1226.3,3,5,5,13,3-5-5,Loyal Customers
C14684,90,4,172.45,3,3,1,7,3-3-1,Loyal Customers
C14685,2,3,81.28999999999999,5,2,1,8,5-2-1,Potential Loyalists
C14686,255,3,323.73,2,2,2,6,2-2-2,At Risk
C14687,71,7,400.28000000000003,4,5,3,12,4-5-3,Champions
C14688,166,3,1832.95,2,2,5,9,2-2-5,At Risk
C14689,287,4,683.76,1,3,4,8,1-3-4,At Risk
C14690,253,5,1199.26,2,4,5,11,2-4-5,Can't Lose Them
C14691,41,5,227.79,4,4,2,10,4-4-2,Champions
C14692,30,5,792.0699999999999,5,4,4,13,5-4-4,Champions
C14693,236,2,359.38,2,1,2,5,2-1-2,Hibernating
C14694,73,6,2022.0,4,5,5,14,4-5-5,Champions
C14695,208,3,1041.44,2,2,4,8,2-2-4,At Risk
C14696,63,6,245.32,4,5,2,11,4-5-2,Champions
C14697,89,4,564.62,3,3,3,9,3-3-3,Loyal Customers
C14698,356,2,111.53,1,1,1,3,1-1-1,Hibernating
C14699,298,2,41.559999999999995,1,1,1,3,1-1-1,Hibernating
C14700,260,3,1236.66,2,2,5,9,2-2-5,At Risk
C14701,155,4,781.78,2,3,4,9,2-3-4,At Risk
C14702,396,2,44.89,1,1,1,3,1-1-1,Hibernating
C14703,12,7,380.88,5,5,3,13,5-5-3,Champions
C14704,387,2,133.24,1,1,1,3,1-1-1,Hibernating
C14705,44,4,310.39,4,3,2,9,4-3-2,Loyal Customers
C14707,87,3,32.31,3,2,1,6,3-2-1,Needs Attention
C14708,170,3,3406.0899999999997,2,2,5,9,2-2-5,At Risk
C14709,28,4,631.5799999999999,5,3,3,11,5-3-3,Loyal Customers
C14710,295,5,1745.1699999999998,1,4,5,10,1-4-5,Can't Lose Them
C14711,24,5,2965.7,5,4,5,14,5-4-5,Champions
C14712,200,2,179.24,2,1,2,5,2-1-2,Hibernating
C14713,50,6,1494.86,4,5,5,14,4-5-5,Champions
C14714,77,6,715.29,4,5,4,13,4-5-4,Champions
C14715,113,5,980.32,3,4,4,11,3-4-4,Loyal Customers
C14716,283,2,149.91,1,1,1,3,1-1-1,Hibernating
C14717,181,5,388.05,2,4,3,9,2-4-3,Can't Lose Them
C14718,64,5,374.88,4,4,3,11,4-4-3,Champions
C14719,209,9,904.9000000000001,2,5,4,11,2-5-4,Can't Lose Them
C14720,32,2,245.0,5,1,2,8,5-1-2,Potential Loyalists
C14721,98,5,1435.23,3,4,5,12,3-4-5,Loyal Customers
C14722,40,6,302.86,4,5,2,11,4-5-2,Champions
C14723,11,11,1687.6,5,5,5,15,5-5-5,Champions
C14724,19,5,1669.46,5,4,5,14,5-4-5,Champions
C14725,360,5,199.89,1,4,2,7,1-4-2,Can't Lose Them
C14726,115,2,88.75,3,1,1,5,3-1-1,Needs Attention
C14727,50,6,647.0600000000001,4,5,4,13,4-5-4,Champions
C14728,83,4,853.0999999999999,4,3,4,11,4-3-4,Loyal Customers
C14729,82,8,337.96,4,5,2,11,4-5-2,Champions
C14730,481,1,34.41,1,1,1,3,1-1-1,Hibernating
C14731,586,2,593.28,1,1,3,5,1-1-3,Hibernating
C14732,47,5,721.5400000000001,4,4,4,12,4-4-4,Champions
C14733,129,7,407.2,3,5,3,11,3-5-3,Loyal Customers
C14734,463,5,241.92,1,4,2,7,1-4-2,Can't Lose Them
C14735,11,6,1132.53,5,5,4,14,5-5-4,Champions
C14736,243,5,1040.48,2,4,4,10,2-4-4,Can't Lose Them
C14737,207,3,266.84,2,2,2,6,2-2-2,At Risk
C14738,515,1,169.82,1,1,1,3,1-1-1,Hibernating
C14739,425,3,98.95,1,2,1,4,1-2-1,At Risk
C14741,120,5,985.0699999999999,3,4,4,11,3-4-4,Loyal Customers
C14742,77,3,93.63,4,2,1,7,4-2-1,Potential Loyalists
C14743,23,4,96.71,5,3,1,9,5-3-1,Loyal Customers
C14744,102,6,470.19,3,5,3,11,3-5-3,Loyal Customers
C14745,330,3,975.38,1,2,4,7,1-2-4,At Risk
C14746,80,6,487.58,4,5,3,12,4-5-3,Champions
C14747,165,5,1280.71,2,4,5,11,2-4-5,Can't Lose Them
C14748,85,5,537.4,3,4,3,10,3-4-3,Loyal Customers
C14749,142,5,162.68,3,4,1,8,3-4-1,Loyal Customers
C14750,373,4,1058.76,1,3,4,8,1-3-4,At Risk
C14751,144,3,222.72,3,2,2,7,3-2-2,Needs Attention
C14752,53,9,563.91,4,5,3,12,4-5-3,Champions
C14753,297,4,491.81,1,3,3,7,1-3-3,At Risk
C14754,57,4,632.78,4,3,3,10,4-3-3,Loyal Customers
C14755,144,1,1857.48,3,1,5,9,3-1-5,Needs Attention
C14756,208,4,397.84000000000003,2,3,3,8,2-3-3,At Risk
C14757,7,7,947.7900000000001,5,5,4,14,5-5-4,Champions
C14758,55,6,1670.6200000000001,4,5,5,14,4-5-5,Champions
C14759,176,5,1134.22,2,4,4,10,2-4-4,Can't Lose Them
C14760,19,9,1949.08,5,5,5,15,5-5-5,Champions
C14761,53,4,96.05,4,3,1,8,4-3-1,Loyal Customers
C14762,110,2,228.25,3,1,2,6,3-1-2,Needs Attention
C14763,29,6,2443.71,5,5,5,15,5-5-5,Champions
C14764,237,4,505.45,2,3,3,8,2-3-3,At Risk
C14765,154,3,99.1,2,2,1,5,2-2-1,At Risk
C14766,16,4,993.47,5,3,4,12,5-3-4,Loyal Customers
C14767,163,3,553.8399999999999,2,2,3,7,2-2-3,At Risk
C14768,152,5,2087.69,2,4,5,11,2-4-5,Can't Lose Them
C14769,21,5,770.6700000000001,5,4,4,13,5-4-4,Champions
C14770,6,4,474.88999999999993,5,3,3,11,5-3-3,Loyal Customers
C14771,534,1,108.81,1,1,1,3,1-1-1,Hibernating
C14772,676,2,1608.58,1,1,5,7,1-1-5,Hibernating
C14773,180,4,280.42999999999995,2,3,2,7,2-3-2,At Risk
C14774,25,3,290.17,5,2,2,9,5-2-2,Potential Loyalists
C14775,258,4,204.75,2,3,2,7,2-3-2,At Risk
C14776,14,3,395.77,5,2,3,10,5-2-3,Potential Loyalists
C14777,386,3,169.29,1,2,1,4,1-2-1,At Risk
C14778,38,5,480.38,4,4,3,11,4-4-3,Champions
C14779,400,3,552.17,1,2,3,6,1-2-3,At Risk
C14780,116,11,2764.86,3,5,5,13,3-5-5,Loyal Customers
C14781,43,3,217.85,4,2,2,8,4-2-2,Potential Loyalists
C14782,281,7,856.9,1,5,4,10,1-5-4,Can't Lose Them
C14783,591,2,183.75,1,1,2,4,1-1-2,Hibernating
C14784,137,8,990.4499999999999,3,5,4,12,3-5-4,Loyal Customers
C14785,365,5,254.69,1,4,2,7,1-4-2,Can't Lose Them
C14786,451,4,1050.89,1,3,4,8,1-3-4,At Risk
C14787,134,5,570.8199999999999,3,4,3,10,3-4-3,Loyal Customers
C14788,721,1,13.46,1,1,1,3,1-1-1,Hibernating
C14789,144,3,72.42,3,2,1,6,3-2-1,Needs Attention
C14790,13,6,770.24,5,5,4,14,5-5-4,Champions
C14791,46,3,280.15,4,2,2,8,4-2-2,Potential Loyalists
C14792,387,3,260.15,1,2,2,5,1-2-2,At Risk
C14793,23,6,972.6700000000001,5,5,4,14,5-5-4,Champions
C14795,24,7,637.6400000000001,5,5,3,13,5-5-3,Champions
C14796,102,4,327.83000000000004,3,3,2,8,3-3-2,Loyal Customers
C14797,8,6,1113.71,5,5,4,14,5-5-4,Champions
C14798,103,9,351.74,3,5,2,10,3-5-2,Loyal Customers
C14799,94,6,510.99,3,5,3,11,3-5-3,Loyal Customers
C14800,7,5,386.28000000000003,5,4,3,12,5-4-3,Champions
C14801,128,6,634.49,3,5,3,11,3-5-3,Loyal Customers
C14802,391,3,592.03,1,2,3,6,1-2-3,At Risk
C14803,104,5,463.16,3,4,3,10,3-4-3,Loyal Customers
C14804,11,6,1836.6399999999999,5,5,5,15,5-5-5,Champions
C14805,16,8,913.14,5,5,4,14,5-5-4,Champions
C14806,29,7,1422.06,5,5,5,15,5-5-5,Champions
C14807,174,3,68.61,2,2,1,5,2-2-1,At Risk
C14808,55,2,233.57,4,1,2,7,4-1-2,Potential Loyalists
C14809,457,3,310.73999999999995,1,2,2,5,1-2-2,At Risk
C14810,42,3,279.77,4,2,2,8,4-2-2,Potential Loyalists
C14811,311,4,590.59,1,3,3,7,1-3-3,At Risk
C14812,186,4,263.01,2,3,2,7,2-3-2,At Risk
C14813,69,3,104.03999999999999,4,2,1,7,4-2-1,Potential Loyalists
C14814,65,4,2106.75,4,3,5,12,4-3-5,Loyal Customers
C14815,44,6,969.49,4,5,4,13,4-5-4,Champions
C14816,102,4,1683.69,3,3,5,11,3-3-5,Loyal Customers
C14817,184,3,552.71,2,2,3,7,2-2-3,At Risk
C14818,57,4,896.5799999999999,4,3,4,11,4-3-4,Loyal Customers
C14819,226,2,13.15,2,1,1,4,2-1-1,Hibernating
C14820,49,5,586.5,4,4,3,11,4-4-3,Champions
C14821,61,3,105.73,4,2,1,7,4-2-1,Potential Loyalists
C14822,91,2,163.39999999999998,3,1,1,5,3-1-1,Needs Attention
C14823,79,6,246.33999999999997,4,5,2,11,4-5-2,Champions
C14824,97,4,170.57,3,3,1,7,3-3-1,Loyal Customers
C14825,7,7,608.77,5,5,3,13,5-5-3,Champions
C14826,21,6,1534.4299999999998,5,5,5,15,5-5-5,Champions
C14827,488,2,249.52999999999997,1,1,2,4,1-1-2,Hibernating
C14828,149,3,186.92,3,2,2,7,3-2-2,Needs Attention
C14829,6,4,284.20000000000005,5,3,2,10,5-3-2,Loyal Customers
C14830,41,3,515.95,4,2,3,9,4-2-3,Potential Loyalists
C14831,64,4,1393.02,4,3,5,12,4-3-5,Loyal Customers
C14833,176,6,1535.38,2,5,5,12,2-5-5,Can't Lose Them
C14834,62,6,686.5400000000001,4,5,4,13,4-5-4,Champions
C14835,8,7,324.2,5,5,2,12,5-5-2,Champions
C14836,34,4,1400.62,5,3,5,13,5-3-5,Loyal Customers
C14837,81,6,269.55,4,5,2,11,4-5-2,Champions
C14838,99,7,1416.9,3,5,5,13,3-5-5,Loyal Customers
C14839,89,6,752.96,3,5,4,12,3-5-4,Loyal Customers
C14840,127,4,586.96,3,3,3,9,3-3-3,Loyal Customers
C14841,2,6,643.49,5,5,3,13,5-5-3,Champions
C14842,85,3,260.58,3,2,2,7,3-2-2,Needs Attention
C14843,108,2,132.2,3,1,1,5,3-1-1,Needs Attention
C14844,101,3,458.17,3,2,3,8,3-2-3,Needs Attention
C14845,25,2,117.21000000000001,5,1,1,7,5-1-1,Potential Loyalists
C14846,14,7,433.83,5,5,3,13,5-5-3,Champions
